Category,Years_Experience,Cluster,Experience_Level,Senior_Keywords,Entry_Keywords,Leadership_Keywords
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Automation Testing,10.83065882580728,2,Senior-Level,4,0,1
Automation Testing,2.5876673508477595,1,Entry-Level,0,2,1
Electrical Engineering,4.0,0,Mid-Level,1,1,2
Electrical Engineering,5.017437099850593,1,Entry-Level,1,0,1
Electrical Engineering,5.0,1,Entry-Level,0,0,0
Electrical Engineering,2.4297626267373644,1,Entry-Level,0,0,0
Electrical Engineering,2.613050225460838,1,Entry-Level,0,0,1
Electrical Engineering,4.0,0,Mid-Level,1,1,2
Electrical Engineering,5.017437099850593,1,Entry-Level,1,0,1
Electrical Engineering,5.0,1,Entry-Level,0,0,0
Electrical Engineering,2.4297626267373644,1,Entry-Level,0,0,0
Electrical Engineering,2.613050225460838,1,Entry-Level,0,0,1
Electrical Engineering,4.0,0,Mid-Level,1,1,2
Electrical Engineering,5.017437099850593,1,Entry-Level,1,0,1
Electrical Engineering,5.0,1,Entry-Level,0,0,0
Electrical Engineering,2.4297626267373644,1,Entry-Level,0,0,0
Electrical Engineering,2.613050225460838,1,Entry-Level,0,0,1
Electrical Engineering,4.0,0,Mid-Level,1,1,2
Electrical Engineering,5.017437099850593,1,Entry-Level,1,0,1
Electrical Engineering,5.0,1,Entry-Level,0,0,0
Electrical Engineering,2.4297626267373644,1,Entry-Level,0,0,0
Electrical Engineering,2.613050225460838,1,Entry-Level,0,0,1
Electrical Engineering,4.0,0,Mid-Level,1,1,2
Electrical Engineering,5.017437099850593,1,Entry-Level,1,0,1
Electrical Engineering,5.0,1,Entry-Level,0,0,0
Electrical Engineering,2.4297626267373644,1,Entry-Level,0,0,0
Electrical Engineering,2.613050225460838,1,Entry-Level,0,0,1
Electrical Engineering,4.0,0,Mid-Level,1,1,2
Electrical Engineering,5.017437099850593,1,Entry-Level,1,0,1
Electrical Engineering,5.0,1,Entry-Level,0,0,0
Electrical Engineering,2.4297626267373644,1,Entry-Level,0,0,0
Electrical Engineering,2.613050225460838,1,Entry-Level,0,0,1
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Operations Manager,10.385010882428833,0,Mid-Level,5,1,3
Operations Manager,11.073795255112778,0,Mid-Level,4,1,4
Operations Manager,12.677495173665712,0,Mid-Level,2,1,3
Operations Manager,13.289225428201734,0,Mid-Level,5,1,2
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
Python Developer,2.0,1,Entry-Level,2,1,1
Python Developer,7.26059539732028,1,Entry-Level,0,0,1
Python Developer,3.3449529251479326,1,Entry-Level,0,1,0
Python Developer,2.5665183464247314,1,Entry-Level,0,0,0
Python Developer,6.052644891342382,1,Entry-Level,1,1,1
Python Developer,6.00362898881973,1,Entry-Level,0,0,1
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,14.137949733661483,0,Mid-Level,6,1,2
DevOps Engineer,7.94630865875797,1,Entry-Level,2,1,0
DevOps Engineer,15.0,2,Senior-Level,2,1,1
DevOps Engineer,10.49652637536527,2,Senior-Level,3,1,0
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
DevOps Engineer,13.938196997845939,2,Senior-Level,3,1,1
DevOps Engineer,2.2450936294952584,1,Entry-Level,0,0,0
DevOps Engineer,8.340091090135633,0,Mid-Level,2,0,2
Network Security Engineer,2.111027150654029,1,Entry-Level,1,2,1
Network Security Engineer,12.684674906097973,2,Senior-Level,1,1,1
Network Security Engineer,3.1625278818912195,1,Entry-Level,1,1,0
Network Security Engineer,13.407829365042392,2,Senior-Level,4,0,0
Network Security Engineer,10.658180556570485,2,Senior-Level,4,0,1
Network Security Engineer,2.111027150654029,1,Entry-Level,1,2,1
Network Security Engineer,12.684674906097973,2,Senior-Level,1,1,1
Network Security Engineer,3.1625278818912195,1,Entry-Level,1,1,0
Network Security Engineer,13.407829365042392,2,Senior-Level,4,0,0
Network Security Engineer,10.658180556570485,2,Senior-Level,4,0,1
Network Security Engineer,2.111027150654029,1,Entry-Level,1,2,1
Network Security Engineer,12.684674906097973,2,Senior-Level,1,1,1
Network Security Engineer,3.1625278818912195,1,Entry-Level,1,1,0
Network Security Engineer,13.407829365042392,2,Senior-Level,4,0,0
Network Security Engineer,10.658180556570485,2,Senior-Level,4,0,1
Network Security Engineer,2.111027150654029,1,Entry-Level,1,2,1
Network Security Engineer,12.684674906097973,2,Senior-Level,1,1,1
Network Security Engineer,3.1625278818912195,1,Entry-Level,1,1,0
Network Security Engineer,13.407829365042392,2,Senior-Level,4,0,0
Network Security Engineer,10.658180556570485,2,Senior-Level,4,0,1
Network Security Engineer,2.111027150654029,1,Entry-Level,1,2,1
Network Security Engineer,12.684674906097973,2,Senior-Level,1,1,1
Network Security Engineer,3.1625278818912195,1,Entry-Level,1,1,0
Network Security Engineer,13.407829365042392,2,Senior-Level,4,0,0
Network Security Engineer,10.658180556570485,2,Senior-Level,4,0,1
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
PMO,6.0,0,Mid-Level,3,1,2
PMO,10.822746280715993,0,Mid-Level,6,1,2
PMO,5.490539659912978,1,Entry-Level,2,1,0
Database,11.825725232987484,2,Senior-Level,4,0,2
Database,14.333205605543304,2,Senior-Level,4,1,1
Database,11.0,2,Senior-Level,3,1,0
Database,4.812053126519142,1,Entry-Level,1,0,1
Database,2.0,1,Entry-Level,0,0,0
Database,4.0,1,Entry-Level,4,0,0
Database,2.445227550396109,1,Entry-Level,0,1,1
Database,4.531878907685755,1,Entry-Level,1,0,1
Database,13.427096521108496,2,Senior-Level,3,0,1
Database,14.012224871051277,2,Senior-Level,2,0,1
Database,8.976181641201809,2,Senior-Level,1,0,2
Database,11.825725232987484,2,Senior-Level,4,0,2
Database,14.333205605543304,2,Senior-Level,4,1,1
Database,11.0,2,Senior-Level,3,1,0
Database,4.812053126519142,1,Entry-Level,1,0,1
Database,2.0,1,Entry-Level,0,0,0
Database,4.0,1,Entry-Level,4,0,0
Database,2.445227550396109,1,Entry-Level,0,1,1
Database,4.531878907685755,1,Entry-Level,1,0,1
Database,13.427096521108496,2,Senior-Level,3,0,1
Database,14.012224871051277,2,Senior-Level,2,0,1
Database,8.976181641201809,2,Senior-Level,1,0,2
Database,11.825725232987484,2,Senior-Level,4,0,2
Database,14.333205605543304,2,Senior-Level,4,1,1
Database,11.0,2,Senior-Level,3,1,0
Database,4.812053126519142,1,Entry-Level,1,0,1
Database,2.0,1,Entry-Level,0,0,0
Database,4.0,1,Entry-Level,4,0,0
Database,2.445227550396109,1,Entry-Level,0,1,1
Database,4.531878907685755,1,Entry-Level,1,0,1
Database,13.427096521108496,2,Senior-Level,3,0,1
Database,14.012224871051277,2,Senior-Level,2,0,1
Database,8.976181641201809,2,Senior-Level,1,0,2
Hadoop,4.688953680932444,1,Entry-Level,0,0,1
Hadoop,1.4869324506685813,1,Entry-Level,0,1,0
Hadoop,11.445989660974764,2,Senior-Level,2,1,2
Hadoop,10.418437789196144,2,Senior-Level,3,0,1
Hadoop,6.493237029662222,1,Entry-Level,1,0,1
Hadoop,7.124323736451508,1,Entry-Level,1,0,1
Hadoop,7.221614278961145,1,Entry-Level,2,0,0
Hadoop,4.688953680932444,1,Entry-Level,0,0,1
Hadoop,1.4869324506685813,1,Entry-Level,0,1,0
Hadoop,11.445989660974764,2,Senior-Level,2,1,2
Hadoop,10.418437789196144,2,Senior-Level,3,0,1
Hadoop,6.493237029662222,1,Entry-Level,1,0,1
Hadoop,7.124323736451508,1,Entry-Level,1,0,1
Hadoop,7.221614278961145,1,Entry-Level,2,0,0
Hadoop,4.688953680932444,1,Entry-Level,0,0,1
Hadoop,1.4869324506685813,1,Entry-Level,0,1,0
Hadoop,11.445989660974764,2,Senior-Level,2,1,2
Hadoop,10.418437789196144,2,Senior-Level,3,0,1
Hadoop,6.493237029662222,1,Entry-Level,1,0,1
Hadoop,7.124323736451508,1,Entry-Level,1,0,1
Hadoop,7.221614278961145,1,Entry-Level,2,0,0
Hadoop,4.688953680932444,1,Entry-Level,0,0,1
Hadoop,1.4869324506685813,1,Entry-Level,0,1,0
Hadoop,11.445989660974764,2,Senior-Level,2,1,2
Hadoop,10.418437789196144,2,Senior-Level,3,0,1
Hadoop,6.493237029662222,1,Entry-Level,1,0,1
Hadoop,7.124323736451508,1,Entry-Level,1,0,1
Hadoop,7.221614278961145,1,Entry-Level,2,0,0
Hadoop,4.688953680932444,1,Entry-Level,0,0,1
Hadoop,1.4869324506685813,1,Entry-Level,0,1,0
Hadoop,11.445989660974764,2,Senior-Level,2,1,2
Hadoop,10.418437789196144,2,Senior-Level,3,0,1
Hadoop,6.493237029662222,1,Entry-Level,1,0,1
Hadoop,7.124323736451508,1,Entry-Level,1,0,1
Hadoop,7.221614278961145,1,Entry-Level,2,0,0
Hadoop,4.688953680932444,1,Entry-Level,0,0,1
Hadoop,1.4869324506685813,1,Entry-Level,0,1,0
Hadoop,11.445989660974764,2,Senior-Level,2,1,2
Hadoop,10.418437789196144,2,Senior-Level,3,0,1
Hadoop,6.493237029662222,1,Entry-Level,1,0,1
Hadoop,7.124323736451508,1,Entry-Level,1,0,1
Hadoop,7.221614278961145,1,Entry-Level,2,0,0
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
ETL Developer,5.532322430089872,1,Entry-Level,0,0,1
ETL Developer,8.529408199667422,0,Mid-Level,3,0,1
ETL Developer,3.45907790175374,1,Entry-Level,0,0,0
ETL Developer,14.02407805991107,2,Senior-Level,1,0,2
ETL Developer,5.442065197854222,1,Entry-Level,0,0,1
DotNet Developer,3.1973649508571285,1,Entry-Level,0,0,0
DotNet Developer,2.7165208271318724,1,Entry-Level,0,0,0
DotNet Developer,1.0,1,Entry-Level,2,0,0
DotNet Developer,3.3041423113872526,1,Entry-Level,0,0,0
DotNet Developer,14.802922648960015,2,Senior-Level,2,0,1
DotNet Developer,5.365698881264141,0,Mid-Level,2,2,1
DotNet Developer,3.45270924981772,1,Entry-Level,0,0,0
DotNet Developer,3.1973649508571285,1,Entry-Level,0,0,0
DotNet Developer,2.7165208271318724,1,Entry-Level,0,0,0
DotNet Developer,1.0,1,Entry-Level,2,0,0
DotNet Developer,3.3041423113872526,1,Entry-Level,0,0,0
DotNet Developer,14.802922648960015,2,Senior-Level,2,0,1
DotNet Developer,5.365698881264141,0,Mid-Level,2,2,1
DotNet Developer,3.45270924981772,1,Entry-Level,0,0,0
DotNet Developer,3.1973649508571285,1,Entry-Level,0,0,0
DotNet Developer,2.7165208271318724,1,Entry-Level,0,0,0
DotNet Developer,1.0,1,Entry-Level,2,0,0
DotNet Developer,3.3041423113872526,1,Entry-Level,0,0,0
DotNet Developer,14.802922648960015,2,Senior-Level,2,0,1
DotNet Developer,5.365698881264141,0,Mid-Level,2,2,1
DotNet Developer,3.45270924981772,1,Entry-Level,0,0,0
DotNet Developer,3.1973649508571285,1,Entry-Level,0,0,0
DotNet Developer,2.7165208271318724,1,Entry-Level,0,0,0
DotNet Developer,1.0,1,Entry-Level,2,0,0
DotNet Developer,3.3041423113872526,1,Entry-Level,0,0,0
DotNet Developer,14.802922648960015,2,Senior-Level,2,0,1
DotNet Developer,5.365698881264141,0,Mid-Level,2,2,1
DotNet Developer,3.45270924981772,1,Entry-Level,0,0,0
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Blockchain,6.197384210179967,1,Entry-Level,1,0,0
Blockchain,14.002177265419002,2,Senior-Level,2,0,1
Blockchain,3.3308111737556256,1,Entry-Level,0,0,0
Blockchain,6.00978282203376,1,Entry-Level,0,0,1
Blockchain,7.699405503620208,1,Entry-Level,2,2,1
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
Testing,2.6735998063107087,1,Entry-Level,1,0,0
Testing,6.9448736981610395,1,Entry-Level,1,0,1
Testing,3.5914773552215093,1,Entry-Level,0,1,1
Testing,4.440218320341446,1,Entry-Level,1,0,1
Testing,13.083887877317562,2,Senior-Level,2,1,2
Testing,3.692800673940665,1,Entry-Level,0,0,1
Testing,3.1508117044624697,1,Entry-Level,1,1,0
